nwb_file_name,epoch,trial_number_by_epoch,leaf,stem,reward,poke_in_ts,reward_on_ts,reward_off_ts,poke_out_ts,contingency_count,trials_thresh_per_conting,minutes_thresh_per_conting,p_rew_leaf1,p_rew_leaf2,p_rew_leaf3,p_rew_leaf4,p_rew_leaf5,p_rew_leaf6,decay_percent,p_rew_reset_leaf1,p_rew_reset_leaf2,p_rew_reset_leaf3,p_rew_reset_leaf4,p_rew_reset_leaf5,p_rew_reset_leaf6
senor20201030_.nwb,2,174,5,C,0,1604079358.7108529,,,1604079359.4488528,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,2,175,6,C,0,1604079362.6858528,,,1604079363.532853,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,2,176,5,C,1,1604079366.0168529,1604079366.0478528,1604079366.347853,1604079371.189853,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,2,177,6,C,1,1604079373.8688529,1604079373.913853,1604079374.213853,1604079379.5958529,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,2,178,5,C,1,1604079386.2418528,1604079386.2878528,1604079386.587853,1604079391.607853,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,2,179,6,C,0,1604079394.008853,,,1604079397.5538528,2,60,20,50,20,20,50,80,50,,,,,,,
senor20201030_.nwb,4,0,4,B,1,1604083093.1652546,1604083093.2402546,1604083093.5402546,1604083101.3002546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,1,3,B,0,1604083103.6202545,,,1604083109.3642545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,2,1,A,1,1604083112.7092545,1604083112.7552545,1604083113.0552547,1604083121.5492547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,3,2,A,0,1604083123.4802547,,,1604083129.3252547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,4,1,A,0,1604083132.1732545,,,1604083132.8412547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,5,2,A,1,1604083134.8412547,1604083134.8762546,1604083135.1762545,1604083141.7342546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,6,1,A,0,1604083143.9982545,,,1604083144.6642547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,7,2,A,0,1604083146.8092546,,,1604083147.7122545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,8,5,C,0,1604083152.0292547,,,1604083157.4962547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,9,6,C,0,1604083159.8752546,,,1604083164.7632546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,10,5,C,0,1604083167.0902545,,,1604083167.8952546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,11,6,C,0,1604083170.2832546,,,1604083171.0822546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,12,4,B,1,1604083174.8272545,1604083174.9142547,1604083175.2142546,1604083183.3302546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,13,3,B,0,1604083185.4802547,,,1604083186.3822546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,14,4,B,0,1604083188.3552547,,,1604083189.1462545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,15,1,A,1,1604083195.9852545,1604083196.0472546,1604083196.3472545,1604083203.7802546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,16,2,A,0,1604083205.8292546,,,1604083206.7802546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,17,1,A,0,1604083209.2882545,,,1604083210.0502546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,18,2,A,0,1604083212.4462545,,,1604083216.0172546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,19,1,A,1,1604083218.3172545,1604083218.3672545,1604083218.6672547,1604083226.6902547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,20,5,C,1,1604083235.1542547,1604083235.2062545,1604083235.5062547,1604083243.5552547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,21,6,C,0,1604083245.8302546,,,1604083246.6932547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,22,5,C,1,1604083249.1772547,1604083249.2352545,1604083249.5352545,1604083258.1312547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,23,6,C,0,1604083260.4282546,,,1604083261.2062545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,24,5,C,1,1604083263.9382546,1604083264.0102546,1604083264.3102546,1604083271.1622546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,25,6,C,0,1604083273.3802545,,,1604083274.2272546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,26,5,C,0,1604083276.6002545,,,1604083277.3462546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,27,6,C,1,1604083279.6872547,1604083279.7262547,1604083280.0262547,1604083287.0352545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,28,5,C,1,1604083289.3782547,1604083289.4412546,1604083289.7412546,1604083296.4462545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,29,6,C,0,1604083298.6842546,,,1604083299.3662546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,30,5,C,1,1604083301.6042545,1604083301.6602545,1604083301.9602547,1604083308.6192546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,31,6,C,0,1604083310.7792547,,,1604083311.4472547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,32,5,C,1,1604083313.7542546,1604083313.8112545,1604083314.1112547,1604083320.2422545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,33,6,C,0,1604083322.8522546,,,1604083323.4742546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,34,5,C,1,1604083325.7122545,1604083325.7672546,1604083326.0672545,1604083332.1992545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,35,6,C,0,1604083334.6502545,,,1604083335.5042546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,36,5,C,0,1604083337.7212546,,,1604083338.4132545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,37,6,C,0,1604083341.0392547,,,1604083341.9472547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,38,5,C,0,1604083344.1422546,,,1604083344.8422546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,39,6,C,0,1604083347.3312545,,,1604083347.8772545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,40,5,C,1,1604083350.1522546,1604083350.1972547,1604083350.4972546,1604083355.5812545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,41,4,B,1,1604083359.4972546,1604083359.5592546,1604083359.8592546,1604083365.0802546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,42,3,B,0,1604083367.4192545,,,1604083368.5062547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,43,4,B,1,1604083370.6102545,1604083370.6722546,1604083370.9722545,1604083376.1672547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,44,3,B,1,1604083378.7562547,1604083378.8112545,1604083379.1112547,1604083384.3052547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,45,4,B,1,1604083386.5382545,1604083386.5852547,1604083386.8842547,1604083393.7242546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,46,3,B,0,1604083395.6662545,,,1604083396.3522546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,47,4,B,1,1604083398.6242547,1604083398.6792545,1604083398.9782546,1604083404.9562545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,48,3,B,0,1604083407.2032547,,,1604083407.9642546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,49,4,B,1,1604083410.2232547,1604083410.2652545,1604083410.5642545,1604083415.1572547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,50,3,B,1,1604083417.4492545,1604083417.4972546,1604083417.7972546,1604083423.9552546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,51,4,B,1,1604083426.1642547,1604083426.2102547,1604083426.5102546,1604083430.9912546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,52,3,B,0,1604083433.3102546,,,1604083434.1042545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,53,4,B,1,1604083436.2092545,1604083436.2592547,1604083436.5592546,1604083441.0932546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,54,3,B,0,1604083443.2622545,,,1604083443.9652545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,55,4,B,1,1604083446.1062546,1604083446.1622546,1604083446.4622545,1604083451.2972546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,56,3,B,0,1604083453.6762545,,,1604083454.4662547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,57,4,B,1,1604083456.5912547,1604083456.6612546,1604083456.9612546,1604083461.0172546,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,58,3,B,1,1604083463.2042546,1604083463.2452545,1604083463.5452547,1604083468.1102545,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,59,4,B,1,1604083470.0892546,1604083470.1372545,1604083470.4372547,1604083474.6512547,0,60,20,50,20,20,80,50,20,,,,,,,
senor20201030_.nwb,4,60,3,B,0,1604083477.0672545,,,1604083477.7922547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,61,4,B,1,1604083480.0502546,1604083480.1272545,1604083480.4272547,1604083485.1292546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,62,3,B,0,1604083487.2002547,,,1604083487.9862547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,63,4,B,0,1604083490.0402546,,,1604083490.7732546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,64,3,B,1,1604083492.8532546,1604083492.9012547,1604083493.2012546,1604083497.7232547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,65,4,B,0,1604083500.0522547,,,1604083500.8992546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,66,3,B,0,1604083503.3102546,,,1604083504.0722547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,67,4,B,0,1604083506.1032546,,,1604083506.7432547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,68,3,B,0,1604083508.7472546,,,1604083509.4342546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,69,4,B,0,1604083511.4582546,,,1604083512.0732546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,70,1,A,0,1604083515.7252545,,,1604083516.8462546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,71,2,A,1,1604083518.9742546,1604083519.0412545,1604083519.3412547,1604083526.0182545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,72,1,A,1,1604083528.4222546,1604083528.4752545,1604083528.7752545,1604083534.8592546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,73,2,A,0,1604083537.2072546,,,1604083538.0032547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,74,1,A,1,1604083540.4632547,1604083540.5092547,1604083540.8092546,1604083545.7492547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,75,2,A,1,1604083547.9692545,1604083548.0272546,1604083548.3272545,1604083554.2782545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,76,1,A,1,1604083556.7512546,1604083556.7942545,1604083557.0942545,1604083561.6912546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,77,2,A,1,1604083564.0342546,1604083564.0932546,1604083564.3932545,1604083571.1712546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,78,1,A,1,1604083573.4232545,1604083573.4692545,1604083573.7692547,1604083578.8922546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,79,2,A,0,1604083580.9502547,,,1604083581.8222547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,80,1,A,0,1604083584.0472546,,,1604083584.7562547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,81,2,A,1,1604083587.0052545,1604083587.0652547,1604083587.3652546,1604083593.0252545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,82,1,A,0,1604083595.3002546,,,1604083595.9622545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,83,2,A,1,1604083598.2022545,1604083598.2442546,1604083598.5442545,1604083604.4832547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,84,1,A,1,1604083606.7292545,1604083606.7702546,1604083607.0702546,1604083611.5842545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,85,2,A,0,1604083613.8352547,,,1604083614.4932547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,86,1,A,1,1604083616.8812547,1604083616.9312546,1604083617.2312546,1604083621.5752547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,87,2,A,0,1604083623.6562545,,,1604083624.4732547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,88,1,A,0,1604083626.7042546,,,1604083627.3582547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,89,2,A,1,1604083629.9462545,1604083630.0062547,1604083630.3062546,1604083634.9362545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,90,1,A,0,1604083637.2362547,,,1604083637.8742547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,91,2,A,1,1604083640.1242547,1604083640.1932547,1604083640.4932547,1604083644.5412545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,92,1,A,0,1604083646.8052547,,,1604083647.4562545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,93,2,A,1,1604083649.8032546,1604083649.8752546,1604083650.1752546,1604083655.0302546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,94,1,A,1,1604083657.3162546,1604083657.3902545,1604083657.6902547,1604083662.1482546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,95,2,A,1,1604083664.0952547,1604083664.1622546,1604083664.4622545,1604083669.0572546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,96,1,A,0,1604083671.1212547,,,1604083671.8422546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,97,2,A,0,1604083674.1052547,,,1604083674.7932546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,98,1,A,0,1604083677.0552547,,,1604083677.7012546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,99,2,A,0,1604083679.9692545,,,1604083680.9582546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,100,5,C,0,1604083686.3042545,,,1604083689.2962546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,101,6,C,1,1604083691.5462546,1604083691.6342547,1604083691.9342546,1604083696.9092546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,102,5,C,0,1604083699.3012545,,,1604083699.9402547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,103,6,C,0,1604083702.6602545,,,1604083703.3232546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,104,5,C,0,1604083706.7182546,,,1604083707.3552547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,105,6,C,1,1604083710.5442545,1604083710.6072545,1604083710.9072547,1604083715.2662547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,106,5,C,0,1604083717.5112545,,,1604083718.2462547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,107,6,C,1,1604083720.8302546,1604083720.8802545,1604083721.1792545,1604083726.0732546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,108,4,B,0,1604083731.4062545,,,1604083732.1392546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,109,3,B,0,1604083734.5472546,,,1604083735.3052547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,110,4,B,0,1604083737.4892545,,,1604083738.1072545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,111,3,B,0,1604083740.2932546,,,1604083741.0872545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,112,4,B,0,1604083743.6222546,,,1604083744.3732545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,113,3,B,0,1604083746.4252546,,,1604083747.4592545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,114,4,B,0,1604083751.0212545,,,1604083751.8542545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,115,1,A,1,1604083755.4712546,1604083755.5812545,1604083755.8812547,1604083760.2162547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,116,2,A,0,1604083762.6462545,,,1604083763.2452545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,117,1,A,0,1604083767.9842546,,,1604083768.6952546,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,118,2,A,0,1604083771.0122545,,,1604083771.6762545,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,119,5,C,0,1604083776.4022546,,,1604083777.0062547,1,60,20,50,50,20,20,20,50,,,,,,,
senor20201030_.nwb,4,120,6,C,0,1604083779.6862545,,,1604083784.4602547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,121,5,C,0,1604083787.2532547,,,1604083787.8592546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,122,6,C,0,1604083793.7732546,,,1604083794.5632546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,123,4,B,1,1604083802.0792546,1604083802.1312547,1604083802.4312546,1604083807.6852546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,124,3,B,1,1604083809.9962547,1604083810.0512545,1604083810.3512547,1604083815.2432547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,125,4,B,0,1604083817.4962547,,,1604083818.2862546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,126,3,B,1,1604083821.3362546,1604083821.3962545,1604083821.6962545,1604083827.4312546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,127,4,B,0,1604083829.7682545,,,1604083830.6482546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,128,3,B,1,1604083834.6992545,1604083834.7502546,1604083835.0502546,1604083839.5482545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,129,4,B,1,1604083842.1142545,1604083842.1512547,1604083842.4512546,1604083848.9472547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,130,3,B,0,1604083851.4462545,,,1604083852.1912546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,131,4,B,0,1604083854.6182547,,,1604083855.2702546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,132,3,B,1,1604083861.0272546,1604083861.0842545,1604083861.3842547,1604083866.2022545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,133,4,B,0,1604083868.3612547,,,1604083869.1422546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,134,3,B,1,1604083871.5502546,1604083871.6172545,1604083871.9162545,1604083877.0452547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,135,4,B,0,1604083879.1472547,,,1604083880.1842546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,136,3,B,1,1604083882.5792546,1604083882.6592546,1604083882.9592545,1604083888.1562545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,137,4,B,0,1604083890.3952546,,,1604083891.3612547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,138,3,B,1,1604083893.7902546,1604083893.8322546,1604083894.1322546,1604083898.6912546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,139,4,B,0,1604083900.9842546,,,1604083901.6152546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,140,3,B,1,1604083903.8642545,1604083903.9172547,1604083904.2172546,1604083908.9002545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,141,4,B,0,1604083911.0442545,,,1604083911.7812545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,142,3,B,0,1604083914.1182547,,,1604083914.9852545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,143,4,B,0,1604083917.2942545,,,1604083918.0492547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,144,3,B,1,1604083920.2672546,1604083920.3202546,1604083920.6202545,1604083924.8372545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,145,4,B,0,1604083927.1032546,,,1604083927.5682547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,146,3,B,1,1604083929.6812546,1604083929.7462547,1604083930.0462546,1604083935.1592546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,147,4,B,0,1604083938.1152546,,,1604083938.8632545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,148,3,B,1,1604083941.2352545,1604083941.2652545,1604083941.5652547,1604083946.4082546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,149,4,B,0,1604083948.5692546,,,1604083949.3382547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,150,3,B,1,1604083951.4822545,1604083951.5512545,1604083951.8512547,1604083956.3522546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,151,1,A,0,1604083960.3132546,,,1604083961.1532545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,152,2,A,0,1604083963.4682546,,,1604083964.3662546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,153,1,A,0,1604083967.6392546,,,1604083968.4572546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,154,2,A,0,1604083970.8712547,,,1604083982.9082546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,155,1,A,1,1604083984.2662547,1604083984.3182547,1604083984.6182547,1604083990.9162545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,156,2,A,0,1604083993.3032546,,,1604083994.2002547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,157,1,A,0,1604083996.5762546,,,1604084006.5252545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,158,5,C,0,1604084014.0072546,,,1604084014.6152546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,159,6,C,0,1604084016.9322546,,,1604084017.9472547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,160,5,C,0,1604084020.5752547,,,1604084021.3552547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,161,4,B,0,1604084034.2432547,,,1604084035.3272545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,162,3,B,1,1604084039.0702546,1604084039.1162546,1604084039.4162545,1604084046.2192545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,163,4,B,0,1604084048.7162547,,,1604084049.6002545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,164,3,B,1,1604084053.6942546,1604084053.7442546,1604084054.0442545,1604084059.3722546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,165,4,B,0,1604084062.3232546,,,1604084062.9432547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,166,3,B,1,1604084066.5002546,1604084066.5472546,1604084066.8472545,1604084071.7532547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,167,4,B,1,1604084075.3742547,1604084075.4162545,1604084075.7162547,1604084081.6432545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,168,3,B,1,1604084084.2652545,1604084084.3062546,1604084084.6062546,1604084089.1332545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,169,4,B,1,1604084091.5212545,1604084091.5652547,1604084091.8652546,1604084097.0592546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,170,3,B,1,1604084099.7002547,1604084099.7842546,1604084100.0842545,1604084105.3002546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,171,4,B,1,1604084107.9142547,1604084107.9682546,1604084108.2672546,1604084112.6682546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,172,3,B,1,1604084115.3732545,1604084115.4362545,1604084115.7362547,1604084123.3012545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,173,4,B,0,1604084125.7782545,,,1604084126.8022547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,174,3,B,1,1604084129.0122545,1604084129.0792546,1604084129.3792546,1604084134.3002546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,175,4,B,0,1604084136.7112546,,,1604084137.4982545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,176,3,B,1,1604084140.0512545,1604084140.1032546,1604084140.4032545,1604084145.3452547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,177,4,B,0,1604084147.8152547,,,1604084149.8682547,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,178,3,B,1,1604084152.2162547,1604084152.2652545,1604084152.5652547,1604084156.7732546,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,4,179,4,B,0,1604084159.1652546,,,1604084159.8172545,2,60,20,20,20,80,20,20,20,,,,,,,
senor20201030_.nwb,6,0,4,B,1,1604086710.1022167,1604086710.1812167,1604086710.4812167,1604086717.6912167,0,60,20,20,20,50,50,80,50,,,,,,,
senor20201030_.nwb,6,1,3,B,1,1604086720.1642168,1604086720.2032168,1604086720.5032167,1604086727.4872167,0,60,20,20,20,50,50,80,50,,,,,,,
